"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002021","response to dietary excess","7/295","46/28928",0.152173913043478,14.9223286661754,9.5919398162055,4.06757453437118e-07,9.74438324390295e-05,6.36628935346647e-05,"Pcsk1n/Apoe/Lipa/Slc25a25/Sgip1/Ppargc1a/Adrb1",7
"GO:0009636","response to toxic substance","13/295","234/28928",0.0555555555555556,5.44783427495292,6.9341025150295,9.59455178208014e-07,0.000212109433609398,0.000138577270121455,"Fos/Gstm5/Cp/Gpx4/Mt3/Apoe/Mt1/Mgst3/Cnp/Nr4a2/Sod3/Scn1b/Nefl",13
"GO:0030534","adult behavior","12/295","198/28928",0.0606060606060606,5.94309193631228,7.08423157382901,1.01230384135659e-06,0.000212109433609398,0.000138577270121455,"Hexa/Zic1/Fosb/Sez6l/Cnp/Nr4a2/Slc1a2/Naglu/Eps8/Abat/Bdnf/Kcnma1",12
"GO:0062012","regulation of small molecule metabolic process","17/295","405/28928",0.0419753086419753,4.11614145218665,6.41027045737121,1.07890128432456e-06,0.000212109433609398,0.000138577270121455,"Dbi/Egr1/Igfbp4/Myh9/Ier3/Gpd1/Fgf1/Apoe/Cyp2j6/Agt/Irs2/Plcd1/Ppargc1a/Clybl/Rora/Atp2b4/Kcnma1",17
"GO:0043542","endothelial cell migration","13/295","237/28928",0.0548523206751055,5.37887434742187,6.87057512417852,1.10675415397547e-06,0.000212109433609398,0.000138577270121455,"Ptn/Nr4a1/Myh9/Egr3/Fgf1/Apoe/Mef2c/Prcp/Itgav/Agt/Cdh13/Atp2b4/Srf",13
"GO:0003407","neural retina development","9/295","104/28928",0.0865384615384615,8.48604954367666,7.76285584126102,1.24373992312188e-06,0.000227012148825056,0.000148313647975286,"Fos/Ptn/Per1/Hes1/Tgfb2/Vax2os/Six3/Naglu/Atp2b4",9
"GO:0030336","negative regulation of cell migration","15/295","326/28928",0.0460122699386503,4.51200998232297,6.47285114405996,1.51834323806368e-06,0.00026453680143173,0.000172829596332703,"Ptn/Myh9/Dusp1/Apoe/Atp1b2/Sema6d/Mef2c/Abr/Ptprj/Ppargc1a/Mcc/Nav3/Jag1/Atp2b4/Srf",15
"GO:0001654","eye development","18/295","473/28928",0.0380549682875264,3.73170889024259,6.08015947751766,2.09527408733919e-06,0.000349181981598743,0.000228130757610065,"Fos/Ptn/Vax2/Per1/Hes1/Tfap2a/Slc25a25/Tgfb2/Vax2os/Six3/Lamb2/Jag1/Naglu/Cryab/Bdnf/Atp2b4/Mfap2/Srf",18
"GO:0150063","visual system development","18/295","476/28928",0.0378151260504202,3.70818971656459,6.04721542572211,2.28922584481254e-06,0.000365608444298603,0.000238862644070572,"Fos/Ptn/Vax2/Per1/Hes1/Tfap2a/Slc25a25/Tgfb2/Vax2os/Six3/Lamb2/Jag1/Naglu/Cryab/Bdnf/Atp2b4/Mfap2/Srf",18
"GO:0034764","positive regulation of transmembrane transport","13/295","255/28928",0.0509803921568627,4.99918909936856,6.51080580460097,2.49480864415994e-06,0.000374647296951584,0.000244767989742216,"Dbi/Stim2/Rap1a/Atp1b2/Slc38a1/Agt/Irs2/Ehd3/Scn1b/Car2/Slc1a2/Adrb1/Rgs7",13
"GO:0050678","regulation of epithelial cell proliferation","17/295","432/28928",0.0393518518518519,3.85888261142498,6.07680813796258,2.58199869690852e-06,0.000374647296951584,0.000244767989742216,"Ptn/Nr4a1/Egr3/Zfp36/Fgf1/Cdkn2a/Cask/Apoe/Hoxa5/Klf9/Hes1/Mef2c/Cdh13/Tgfb2/Irs2/Mcc/Jag1",17
"GO:2000146","negative regulation of cell motility","15/295","342/28928",0.043859649122807,4.30092179601546,6.23305376198257,2.73575358609108e-06,0.000374647296951584,0.000244767989742216,"Ptn/Myh9/Dusp1/Apoe/Atp1b2/Sema6d/Mef2c/Abr/Ptprj/Ppargc1a/Mcc/Nav3/Jag1/Atp2b4/Srf",15
"GO:0048880","sensory system development","18/295","483/28928",0.0372670807453416,3.65444783661438,5.97137122185714,2.80644104617282e-06,0.000374647296951584,0.000244767989742216,"Fos/Ptn/Vax2/Per1/Hes1/Tfap2a/Slc25a25/Tgfb2/Vax2os/Six3/Lamb2/Jag1/Naglu/Cryab/Bdnf/Atp2b4/Mfap2/Srf",18
"GO:0034103","regulation of tissue remodeling","8/295","86/28928",0.0930232558139535,9.12195506503745,7.65643149239708,2.83453472778396e-06,0.000374647296951584,0.000244767989742216,"Cst3/Klf6/Itgav/Agt/Abr/Ubash3b/Car2/Inpp4b",8
"GO:0043524","negative regulation of neuron apoptotic process","12/295","221/28928",0.0542986425339367,5.32458010583634,6.55051518091401,3.18830479437018e-06,0.00040735907589403,0.000266139547572163,"Mt3/Apoe/Mt1/Mdga2/Mef2c/Nr4a2/Agt/Tfap2a/Ppargc1a/Crlf1/Nefl/Bdnf",12
"GO:0016042","lipid catabolic process","15/295","348/28928",0.0431034482758621,4.22676797194623,6.1468912045391,3.38111005738574e-06,0.000416687555177514,0.00027223411475615,"Dbi/Hexa/Ech1/Pld1/Apoe/Gm2a/Thra/Pla2g7/Abhd4/Smpd1/Lipa/Irs2/Lpin1/Plcd1/Naglu",15
"GO:0003158","endothelium development","10/295","150/28928",0.0666666666666667,6.5374011299435,6.90161278494243,3.47873774215509e-06,0.000416687555177514,0.00027223411475615,"Tnfrsf1a/Rap1a/Fgf1/Rap1b/Agt/Lipa/Jag1/Naglu/Hoxb5/Tmem100",10
"GO:0030220","platelet formation","5/295","24/28928",0.208333333333333,20.4293785310734,9.66528879680507,3.8654351303727e-06,0.000444597310771875,0.000290468370886152,"Myh9/Mef2c/Ptprj/Mfap2/Srf",5
"GO:0002028","regulation of sodium ion transport","8/295","90/28928",0.0888888888888889,8.71653483992467,7.44201063778941,3.99774869962219e-06,0.000444597310771875,0.000290468370886152,"Serpine2/Atp1b2/Per1/Atp1a1/Cntn1/Scn1b/Neto1/Atp2b4",8
"GO:0010001","glial cell differentiation","14/295","309/28928",0.0453074433656958,4.44289397180626,6.17596661661595,4.05971976963622e-06,0.000444597310771875,0.000290468370886152,"Ptn/Metrn/Serpine2/Ncan/Cntn1/Hes1/Cnp/Agt/Cspg5/Tnfrsf21/Ptprj/Lamb2/Naglu/Wasf3",14
"GO:0048167","regulation of synaptic plasticity","16/295","402/28928",0.0398009950248756,3.90292604772746,5.94918999700786,4.41932594367825e-06,0.000470535453947743,0.000307414515204987,"Gria3/Dbi/Egr1/Ptn/Serpine2/Grm5/Apoe/Mef2c/Sorcs2/Slc38a1/Agt/Grid2/Neto1/Bdnf/Adrb1/Srf",16
"GO:0040013","negative regulation of locomotion","15/295","360/28928",0.0416666666666667,4.08587570621469,5.98024587795596,5.0938651023476e-06,0.000527696890197253,0.000344759746187338,"Ptn/Myh9/Dusp1/Apoe/Atp1b2/Sema6d/Mef2c/Abr/Ptprj/Ppargc1a/Mcc/Nav3/Jag1/Atp2b4/Srf",15
"GO:0042220","response to cocaine","7/295","67/28928",0.104477611940299,10.2451808752846,7.69000116029377,5.50502527580416e-06,0.000555283207425193,0.000362782690613244,"Fosb/Slc1a3/Adgrl3/Smpd1/Slc1a2/Abat/Bdnf",7
"GO:0036344","platelet morphogenesis","5/295","26/28928",0.192307692307692,18.857887874837,9.24660054869809,5.88308571003996e-06,0.00057820173145085,0.000377756029802566,"Myh9/Mef2c/Ptprj/Mfap2/Srf",5
"GO:0009952","anterior/posterior pattern specification","12/295","240/28928",0.05,4.90305084745763,6.16295466482398,7.40671951566174e-06,0.000688595883773296,0.000449879744461991,"Hoxc8/Hoxc6/Hoxc9/Hoxa5/Hes1/Hoxb9/Hoxb6/Six3/Hoxc4/Hoxd8/Srf/Hoxb5",12
"GO:0051235","maintenance of location","15/295","372/28928",0.0403225806451613,3.95407326407873,5.8206746458556,7.54243332279402e-06,0.000688595883773296,0.000449879744461991,"Dbi/Hexa/Plin2/Mt3/Apoe/Gm2a/Itgav/Lipa/Tgfb2/Itpr2/Plin3/Plcd1/Ubash3b/Naglu/Hrc",15
"GO:0007160","cell-matrix adhesion","12/295","241/28928",0.0497925311203319,4.88270623813208,6.14369669670555,7.7249212111275e-06,0.000688595883773296,0.000449879744461991,"Myh9/Ajap1/Cdkn2a/Cask/Coro2b/Mmp14/Itgav/Agt/Cdh13/Ptprj/Jag1/Srf",12
"GO:0010976","positive regulation of neuron projection development","12/295","241/28928",0.0497925311203319,4.88270623813208,6.14369669670555,7.7249212111275e-06,0.000688595883773296,0.000449879744461991,"Ptn/Serpine2/Rap1a/Cask/Apoe/Atp1b2/Cntn1/Gprc5b/Agt/Scn1b/Creb3l2/Bdnf",12
"GO:0035051","cardiocyte differentiation","11/295","203/28928",0.0541871921182266,5.3136511647324,6.26025899917811,8.3672418843068e-06,0.000713072525481587,0.000465871047309568,"Pdlim5/Hes1/Mef2c/Speg/Agt/Tgfb2/Nox4/Jag1/Naglu/Adrb1/Srf",11
"GO:0043010","camera-type eye development","16/295","423/28928",0.0378250591016548,3.70916376167007,5.69736702859197,8.37157934950989e-06,0.000713072525481587,0.000465871047309568,"Fos/Ptn/Vax2/Per1/Hes1/Tfap2a/Slc25a25/Tgfb2/Vax2os/Six3/Lamb2/Jag1/Naglu/Cryab/Atp2b4/Srf",16
"GO:0060078","regulation of postsynaptic membrane potential","10/295","166/28928",0.0602409638554217,5.90729017765979,6.43599238566471,8.5629080393135e-06,0.000713513619884536,0.00046615922712876,"Gria3/Gria4/Mef2c/Grid2/Neto1/Abat/Bdnf/Gabra2/Adrb1/Rgs7",10
"GO:2001140","positive regulation of phospholipid transport","4/295","14/28928",0.285714285714286,28.0174334140436,10.2632119652771,9.78640673587052e-06,0.000785696322279453,0.00051331828873984,"Dbi/Apoe/Atp8a1/Abca3",4
"GO:0061448","connective tissue development","14/295","334/28928",0.0419161676646707,4.11034202780879,5.80327571982023,9.83913996071321e-06,0.000785696322279453,0.00051331828873984,"Egr1/Selenom/Hoxa5/Thra/Mef2c/Klf7/Lipa/Slc25a25/Tgfb2/Creb3l2/Ppargc1a/Hoxc4/Rflnb/Srf",14
"GO:0010038","response to metal ion","15/295","384/28928",0.0390625,3.83050847457627,5.66763579489331,1.09885326679554e-05,0.000859572361556594,0.000561583656650181,"Fos/Junb/Cp/Mt3/Fosb/Kcnmb4/Mt1/Nptx1/Mef2c/Smpd1/Tfap2a/Sod3/Plcd1/Abat/Kcnma1",15
"GO:0014812","muscle cell migration","9/295","138/28928",0.0652173913043478,6.39528371407517,6.44855305264434,1.28300617496888e-05,0.000977089570666281,0.000638361071749511,"Egr1/Myh9/Sema6d/Mef2c/Agt/Ppargc1a/Nox4/Tcp11l2/Rapgef4",9
"GO:2001138","regulation of phospholipid transport","4/295","15/28928",0.266666666666667,26.149604519774,9.88916198443154,1.32380249924801e-05,0.000977089570666281,0.000638361071749511,"Dbi/Apoe/Atp8a1/Abca3",4
"GO:0001666","response to hypoxia","14/295","343/28928",0.0408163265306122,4.00249048772051,5.67791492607891,1.32555850964379e-05,0.000977089570666281,0.000638361071749511,"Fos/Egr1/Mt3/Plod1/Mmp14/Nr4a2/Tgfb2/Itpr2/Sod3/Cryab/Abat/Rora/Srf/Kcnma1",14
"GO:0042692","muscle cell differentiation","17/295","491/28928",0.0346232179226069,3.39518795954296,5.4333506778126,1.38205026730795e-05,0.000999509183885165,0.000653008457979268,"Cd81/Myh9/Pdlim5/Csrp1/Mmp14/Hes1/Mef2c/Speg/Agt/Nox4/Lamb2/Naglu/Adgrb3/Bdnf/Rora/Adrb1/Srf",17
"GO:0007411","axon guidance","12/295","258/28928",0.0465116279069767,4.56097753251872,5.83169120116355,1.53006483092704e-05,0.00108606268461914,0.00070955638065798,"Epha5/Sema6d/Cntn1/Mef2c/Klf7/Tgfb2/Nell2/Scn1b/Chn1/Ptprj/Lamb2/Bdnf",12
"GO:0060041","retina development in camera-type eye","11/295","217/28928",0.0506912442396313,4.97083496055612,5.9595960466099,1.56494862623911e-05,0.0010883109644843,0.000711025247369285,"Fos/Ptn/Vax2/Per1/Hes1/Tgfb2/Vax2os/Six3/Lamb2/Naglu/Atp2b4",11
"GO:0097485","neuron projection guidance","12/295","259/28928",0.0463320463320463,4.54336758065572,5.81418834532824,1.59001862799689e-05,0.0010883109644843,0.000711025247369285,"Epha5/Sema6d/Cntn1/Mef2c/Klf7/Tgfb2/Nell2/Scn1b/Chn1/Ptprj/Lamb2/Bdnf",12
"GO:0170043","non-proteinogenic amino acid biosynthetic process","4/295","16/28928",0.25,24.5152542372881,9.54992325207082,1.75091235355524e-05,0.00117131860428332,0.000765256555835067,"Slc1a3/Slc38a1/Abat/Atp2b4",4
"GO:0014910","regulation of smooth muscle cell migration","8/295","110/28928",0.0727272727272727,7.13171032357473,6.53996362482682,1.7724100977937e-05,0.00117131860428332,0.000765256555835067,"Egr1/Myh9/Sema6d/Mef2c/Agt/Ppargc1a/Nox4/Rapgef4",8
"GO:1901888","regulation of cell junction assembly","13/295","309/28928",0.0420711974110032,4.12554440239153,5.60669542715943,1.96514122656427e-05,0.00127591169518701,0.000833590268128551,"Myh9/Pdlim5/Rap1a/Mmp14/Mdga2/Mef2c/Adgrl3/Rap1b/Agt/Grid2/Ptprj/Adgrb3/Bdnf",13
"GO:0003002","regionalization","16/295","454/28928",0.0352422907488987,3.45589487045472,5.35356077475199,1.99725284923612e-05,0.00127591169518701,0.000833590268128551,"Hoxc8/Hoxc6/Fgf1/Hoxc9/Vax2/Hoxa5/Hes1/Mef2c/Hoxb9/Hoxb6/Six3/Hoxc4/Hoxd8/Gsc/Srf/Hoxb5",16
"GO:0001558","regulation of cell growth","16/295","456/28928",0.0350877192982456,3.44073743681237,5.33241296323243,2.10666376162573e-05,0.001323744622674,0.000864840912667405,"Igfbp4/Mt3/Serpine2/Cdkn2a/Apoe/Mmp14/Sema6d/Vgll4/Agt/Tgfb2/Pttg1/Ptprj/Cryab/Bdnf/Adrb1/Srf",16
"GO:0090257","regulation of muscle system process","12/295","272/28928",0.0441176470588235,4.32622133599202,5.59444607358061,2.57785866238302e-05,0.00159369875047002,0.00104120980607966,"Tnfrsf1a/Nr4a1/Atp1a1/Mef2c/Agt/Ehd3/Abat/Hrc/Atp2b4/Adrb1/Srf/Kcnma1",12
"GO:0051146","striated muscle cell differentiation","14/295","365/28928",0.0383561643835616,3.76124448572092,5.38863370255214,2.63618487726403e-05,0.00160388835469096,0.00104786697126335,"Cd81/Myh9/Pdlim5/Csrp1/Mmp14/Mef2c/Speg/Agt/Nox4/Naglu/Adgrb3/Bdnf/Adrb1/Srf",14
"GO:0031346","positive regulation of cell projection organization","16/295","471/28928",0.0339702760084926,3.33115981143618,5.17746561315377,3.11170570296868e-05,0.00186361999366858,0.00121755721502672,"Ptn/Metrn/Serpine2/Rap1a/Cask/Apoe/Atp1b2/Cntn1/Gprc5b/Agt/Scn1b/Creb3l2/Eps8/Nefl/Bdnf/Srf",16
"GO:0010810","regulation of cell-substrate adhesion","11/295","235/28928",0.0468085106382979,4.59009015506672,5.60893730890218,3.26461145502958e-05,0.00192511626263513,0.00125773451846403,"Ptn/Myh9/Ajap1/Cdkn2a/Cask/Coro2b/Mmp14/Cdh13/Cspg5/Ptprj/Jag1",11
"GO:0043279","response to alkaloid","8/295","121/28928",0.0661157024793388,6.48337302143157,6.13508718700046,3.53423141426157e-05,0.00203062198003372,0.00132666447622453,"Fosb/Slc1a3/Hes1/Adgrl3/Smpd1/Slc1a2/Abat/Bdnf",8
"GO:0001953","negative regulation of cell-matrix adhesion","5/295","37/28928",0.135135135135135,13.2514887769125,7.56898632458404,3.5566250969555e-05,0.00203062198003372,0.00132666447622453,"Ajap1/Cdkn2a/Cask/Mmp14/Jag1",5
"GO:1905952","regulation of lipid localization","10/295","196/28928",0.0510204081632653,5.00311310965064,5.70784600316935,3.60246007415321e-05,0.00203062198003372,0.00132666447622453,"Dbi/Plin2/Apoe/Atp8a1/Itgav/Agt/Irs2/Abca1/Plin3/Abca3",10
"GO:0014909","smooth muscle cell migration","8/295","122/28928",0.0655737704918033,6.43023061961656,6.10078879938561,3.7492249004321e-05,0.00208272160048641,0.0013607026755344,"Egr1/Myh9/Sema6d/Mef2c/Agt/Ppargc1a/Nox4/Rapgef4",8
"GO:0030900","forebrain development","16/295","480/28928",0.0333333333333333,3.26870056497175,5.08746234019302,3.90052555540366e-05,0.00211394521570878,0.00138110197266705,"Dbi/Fos/Zic1/Vax2/Atp1b2/Epha5/Hes1/Cnp/Nr4a2/Tfap2a/Slc1a2/Six3/Nefl/Gsc/Atp2b4/Srf",16
"GO:0051651","maintenance of location in cell","11/295","240/28928",0.0458333333333333,4.49446327683616,5.51779097806573,3.95495724717251e-05,0.00211394521570878,0.00138110197266705,"Dbi/Hexa/Apoe/Gm2a/Itgav/Tgfb2/Itpr2/Plcd1/Ubash3b/Naglu/Hrc",11
"GO:0036293","response to decreased oxygen levels","14/295","379/28928",0.0369393139841689,3.62230669469165,5.21599201091327,3.97088587349418e-05,0.00211394521570878,0.00138110197266705,"Fos/Egr1/Mt3/Plod1/Mmp14/Nr4a2/Tgfb2/Itpr2/Sod3/Cryab/Abat/Rora/Srf/Kcnma1",14
"GO:0010812","negative regulation of cell-substrate adhesion","6/295","63/28928",0.0952380952380952,9.33914447134786,6.72566560601628,4.45843904989724e-05,0.00227977047058303,0.00148944044091258,"Ajap1/Cdkn2a/Cask/Coro2b/Mmp14/Jag1",6
"GO:0045446","endothelial cell differentiation","8/295","125/28928",0.064,6.27590508474576,6.00015400223264,4.46080838230439e-05,0.00227977047058303,0.00148944044091258,"Tnfrsf1a/Rap1a/Rap1b/Agt/Lipa/Jag1/Hoxb5/Tmem100",8
"GO:0098754","detoxification","8/295","125/28928",0.064,6.27590508474576,6.00015400223264,4.46080838230439e-05,0.00227977047058303,0.00148944044091258,"Gstm5/Cp/Gpx4/Mt3/Apoe/Mt1/Mgst3/Sod3",8
"GO:0035909","aorta morphogenesis","5/295","39/28928",0.128205128205128,12.5719252498914,7.34008261098417,4.62016338597626e-05,0.0022823648167443,0.00149113540281343,"Hes1/Tgfb2/Jag1/Naglu/Srf",5
"GO:0048169","regulation of long-term neuronal synaptic plasticity","5/295","39/28928",0.128205128205128,12.5719252498914,7.34008261098417,4.62016338597626e-05,0.0022823648167443,0.00149113540281343,"Egr1/Grm5/Agt/Neto1/Bdnf",5
"GO:0062013","positive regulation of small molecule metabolic process","10/295","202/28928",0.0495049504950495,4.85450578956201,5.58002427323626,4.64946220626259e-05,0.0022823648167443,0.00149113540281343,"Myh9/Gpd1/Fgf1/Apoe/Cyp2j6/Agt/Irs2/Plcd1/Ppargc1a/Clybl",10
"GO:0046486","glycerolipid metabolic process","14/295","385/28928",0.0363636363636364,3.56585516178736,5.14448579856932,4.70406523670232e-05,0.0022823648167443,0.00149113540281343,"Dbi/Rab38/Gpd1/Pld1/Apoe/Pla2g7/Abhd4/Gpat2/Chka/Lipa/Lpin1/Abca3/Plcd1/Inpp4b",14
"GO:0032963","collagen metabolic process","8/295","127/28928",0.062992125984252,6.17707193380488,5.9348747151337,4.9951149057551e-05,0.00239328442921991,0.0015636024158936,"Cst3/Rap1a/Mmp15/Mmp16/Mmp14/Rcn3/Cyp2j6/Naglu",8
"GO:0043534","blood vessel endothelial cell migration","8/295","128/28928",0.0625,6.12881355932203,5.90275737023725,5.28163167615297e-05,0.00246067372893378,0.00160762980793757,"Nr4a1/Myh9/Egr3/Apoe/Mef2c/Prcp/Atp2b4/Srf",8
"GO:0033002","muscle cell proliferation","12/295","293/28928",0.0409556313993174,4.01615086481171,5.26705139698447,5.30367274890049e-05,0.00246067372893378,0.00160762980793757,"Fos/Egr1/Fgf1/Apoe/Ndrg2/Vgll4/Mef2c/Agt/Cdh13/Tgfb2/Ppargc1a/Timp3",12
"GO:0043616","keratinocyte proliferation","6/295","65/28928",0.0923076923076923,9.05178617992177,6.59640718718611,5.32835688759467e-05,0.00246067372893378,0.00160762980793757,"Zfp36/Nfkbiz/Cdkn2a/Cask/Klf9/Cdh13",6
"GO:0019216","regulation of lipid metabolic process","14/295","390/28928",0.0358974358974359,3.52013906996958,5.0859761954993,5.40292155579108e-05,0.00246351163506478,0.0016094838946597,"Dbi/Tnfrsf1a/Egr1/Rab38/Fgf1/Apoe/Thra/Atp1a1/Agt/Irs2/Abca3/Ppargc1a/Rora/Kcnma1",14
"GO:0030902","hindbrain development","10/295","206/28928",0.0485436893203883,4.760243541221,5.49757957590919,5.48318572382084e-05,0.00246351163506478,0.0016094838946597,"Gpx4/Serpine2/Atp1b2/Cntn1/Hes1/Sez6l/Grid2/Naglu/Abat/Rora",10
"GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","9/295","166/28928",0.0542168674698795,5.31656115989381,5.66124149001947,5.52731543479183e-05,0.00246351163506478,0.0016094838946597,"Rap1a/Nptx1/Tspan7/Cpt1c/Grid2/Susd4/Eps8/Neto1/Rapgef4",9
"GO:0042060","wound healing","14/295","394/28928",0.0355329949238579,3.48440161748258,5.03985294888255,6.02572700034158e-05,0.00263048346314433,0.00171857145257126,"Myh9/Serpine2/Ajap1/Fgf1/Cask/Apoe/Prcp/Itgav/Smpd1/Tgfb2/Ubash3b/Ptprj/Cadm4/Srf",14
"GO:0048863","stem cell differentiation","12/295","297/28928",0.0404040404040404,3.96206129087485,5.20814762733648,6.03920022845555e-05,0.00263048346314433,0.00171857145257126,"Ptn/Zfp36/A2m/Sema6d/Hes1/Mef2c/Tfap2a/Tgfb2/Ttyh1/Jag1/Gsc/Srf",12
"GO:1903053","regulation of extracellular matrix organization","6/295","67/28928",0.0895522388059701,8.78158360738679,6.47260316233514,6.3289350633123e-05,0.0027112045579996,0.00177130889463552,"Tnfrsf1a/Cst3/Cyp2j6/Agt/Tgfb2/Lamb2",6
